filename,date,coverage_percent,danger
P25-2018032517.jpg,2018-03-25 17:00,92.81,0
P25-2018042417.jpg,2018-04-24 17:00,92.29,0
P25-2018042917.jpg,2018-04-29 17:00,92.81,0
P250-2017052816.jpg,2017-05-28 16:00,88.48,0
P250-2017070216.jpg,2017-07-02 16:00,36.56,1
P250-2017072516.jpg,2017-07-25 16:00,36.4,1
P252-2016062816.jpg,2016-06-28 16:00,56.1,1
P253-2016062816.jpg,2016-06-28 16:00,3.61,1
P254-2016062816.jpg,2016-06-28 16:00,83.4,0
P256-2017040416.jpg,2017-04-04 16:00,92.81,0
P256-2017072516.jpg,2017-07-25 16:00,73.66,0
P258-2017020617.jpg,2017-02-06 17:00,92.27,0
P258-2017040416.jpg,2017-04-04 16:00,92.29,0
P259-2018061116.jpg,2018-06-11 16:00,92.81,0
P26-2017021917.jpg,2017-02-19 17:00,92.81,0
P26-2018013017.jpg,2018-01-30 17:00,92.29,0
P26-2018032617.jpg,2018-03-26 17:00,92.81,0
P26-2018043017.jpg,2018-04-30 17:00,92.81,0
P26-2018072217.jpg,2018-07-22 17:00,29.76,1
P260-2016032016.jpg,2016-03-20 16:00,92.05,0
P262-2018013016.jpg,2018-01-30 16:00,92.81,0
P263-2016112916.jpg,2016-11-29 16:00,1.51,1
P263-2017060416.jpg,2017-06-04 16:00,1.58,1
P263-2018012316.jpg,2018-01-23 16:00,92.81,0
P263-2018013016.jpg,2018-01-30 16:00,92.81,0
P264-2017052816.jpg,2017-05-28 16:00,81.81,0
